obs,id,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,Tled,Pc,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,CO2_r:MN,CO2_r:SLP,CO2_r:SD,CO2_r:OK,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,H2O_r:MN,H2O_r:SLP,H2O_r:SD,H2O_r:OK,H2O_s:MN,H2O_s:SLP,H2O_s:SD,H2O_s:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
23,BH1_C_17,1562854068,2352.3,20190711 10:07:48,10:07:48,1562854060,0.000133596,1.919087701,996.9591901,588.4090541,55.91504217,94.73854076,0.007943369,2.315901545,0.007928264,0.00495652,316.9681607,28.69214897,27.53844516,3.693922312,61.94933798,2.14182332,3.457378867,1.552098992,-5.891570777,-140.6562766,-13.10411425,157.3161991,0.01862666,-0.41771558,4.566582324,13,2,1,0,50267,1999.999355,1685.999518,0.843000031,0.188000149,9,0.5,0: Broadleaf,1562854060,996.9591935,1000.037516,22.53898387,22.3431129,600.0181613,94.8275,0.200001323,26.4118871,27.53844516,999.9,9997.070323,731.7721613,4.635470323,1999.999355,0.899998032,0.100001935,28,41744.53871,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,1.993208893,-0.88902735,0.126932485,-1,1000.01931,0.322252654,0.053639666,1,996.9000952,0.998583583,0.108418899,1,22.3427,0.010484077,0.001238278,1,22.53888333,0.003814602,0.000826616,1,4,4,4-Apr,100,100,2.737,0.282,3,601.351,339.148,25.8325,26.0695,30,26.0372,26.0069,41.2399,-30,-30,-999.9,1000,0,103.4,104.867
24,BH1_C_17,1562854141,2425.3,20190711 10:09:01,10:09:01,1562854133,0.000130502,2.242222198,1196.406448,706.3636403,67.12275602,113.6894561,0.007738562,2.315520189,0.007724223,0.004828925,316.9672181,28.71813156,27.56374194,3.69939207,61.90090833,2.143268462,3.462418436,1.556123608,-5.755152899,-140.7084182,-13.1144087,157.3892383,0.018621872,-0.417608221,4.565622508,13,2,1,0,50097,1999.996452,1685.996712,0.842999851,0.187999903,9,0.5,0: Broadleaf,1562854133,1196.406452,1200.003871,22.5546,22.36326774,600.019129,94.82575806,0.200022129,26.43658065,27.56374194,999.9,9994.684516,731.6503548,4.633111613,1999.996452,0.900000742,0.099999113,28,41744.53226,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,2.321850864,-0.90454086,0.109009132,-1,1200.015476,-0.294335953,0.048804878,1,1196.346667,0.945531156,0.104600525,1,22.36211429,0.019178997,0.002026911,1,22.5537619,0.01542371,0.00164055,1,4,4,4-Apr,100,100,2.737,0.282,3,601.711,339.282,25.8267,26.0436,30,26.0098,25.9808,47.765,-30,-30,-999.9,1200,0,103.401,104.874
25,BH1_C_17,1562854216,2500.3,20190711 10:10:16,10:10:16,1562854208,0.000127583,2.715508373,1495.646447,889.6905502,84.53994831,142.1189348,0.007583754,2.316799626,0.007569989,0.004732478,316.9683083,28.69779456,27.54780968,3.695946317,61.9864188,2.143676766,3.458300718,1.552269551,-5.626421335,-141.3159981,-13.16138721,156.8645016,0.018637936,-0.417968457,4.568842921,13,2,1,0,50318,2000.000968,1686.000852,0.843000018,0.188000088,9,0.5,0: Broadleaf,1562854208,1495.646452,1500.005806,22.55985484,22.37280323,600.0188387,94.82176129,0.199983387,26.41640645,27.54780968,999.9,10003.72774,731.7963226,4.635737097,2000.000968,0.899998839,0.100001142,28,41744.59355,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,2.783715486,-0.757662236,0.100298137,-1,1500.005714,0.096653432,0.043157676,1,1495.593095,0.9145126,0.101100801,1,22.37336905,-0.012984037,0.001428034,1,22.56012619,-0.005679605,0.000987073,1,4,4,4-Apr,100,100,2.737,0.282,3,601.574,339.749,25.8211,26.0195,29.9999,25.9858,25.9559,57.0829,-30,-30,-999.9,1500,0,103.407,104.882
26,BH1_C_17,1562854298,2582.3,20190711 10:11:38,10:11:38,1562854290,0.000119907,3.543994639,1994.316123,1157.272497,109.9649153,189.5014389,0.007145952,2.316380581,0.007133728,0.004459676,316.9678847,28.68641003,27.53079032,3.692268547,62.05270704,2.144163739,3.455391137,1.548104808,-5.287907417,-140.9468146,-13.12732411,157.6058386,0.018632674,-0.417850456,4.567788079,13,2,1,0,50081,1999.998387,1685.998652,0.843000006,0.188000082,9,0.5,0: Broadleaf,1562854290,1994.316129,1999.990645,22.5652129,22.38941613,600.0185161,94.82074839,0.200014258,26.40213871,27.53079032,999.9,10001.01032,731.6633548,4.354578387,1999.998387,0.899998871,0.100001097,28,41744.53226,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,3.62338311,-1.121776913,0.14550641,-1,1999.994048,-0.476557815,0.109784627,1,1994.257857,0.881646544,0.118090678,1,22.38812143,0.02372093,0.002443508,1,22.56417381,0.019162467,0.001957046,1,4,4,4-Apr,100,100,2.737,0.282,3,601.647,340.401,25.803,25.9954,30.0001,25.9618,25.9315,71.4978,-30,-30,-999.9,2000,0,103.412,104.888
27,BH1_C_17,1562854431,2715.3,20190711 10:13:51,10:13:51,1562854423,0.000115144,4.06825738,2493.503864,1493.418441,141.8942667,236.9154501,0.006885601,2.316780431,0.006874252,0.004297426,316.9680337,28.66504301,27.50973871,3.687723851,62.16257964,2.145099291,3.450788727,1.542624561,-5.077856554,-141.163333,-13.14235242,157.5844917,0.018637695,-0.417963051,4.5687946,13,2,1,0,50364,2000,1686.000331,0.843000166,0.187999983,9,0.5,0: Broadleaf,1562854423,2493.503871,2500.036774,22.5768871,22.40807419,600.0139032,94.81309032,0.199976871,26.37954839,27.50973871,999.9,10004.51323,731.7954839,4.298122581,2000,0.900000935,0.099999287,28,41744.5871,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,3.994358941,0.963810153,0.144813708,-1,2500.024048,0.345288064,0.080594798,1,2493.532857,-0.41617373,0.073752666,1,22.40784286,0.001732761,0.000714857,1,22.57640952,0.009210275,0.001102337,1,4,4,4-Apr,100,100,2.737,0.282,3,601.809,341.258,25.7834,25.9648,30,25.9269,25.8968,84.5849,-30,-30,-999.9,2500,0,103.414,104.895
28,BH1_C_16,1562854728,3011.8,20190711 10:18:47,10:18:47,1562854720,0.000514703,4.041511136,393.635154,220.9583827,20.99340745,37.3995459,0.039226915,2.316481192,0.038861591,0.024321034,316.9678193,28.3842893,26.25541613,3.4255942,64.46069709,2.204508728,3.419926913,1.221085472,-22.6983805,-3.500840337,-0.323682909,290.4449156,0.018633937,-0.417878786,4.568041335,0,0,1,0,50112,1999.99871,1685.998835,0.842999961,0.188000023,9,0.5,0: Broadleaf,1562854720,393.6351613,400.0011613,23.20274516,22.44862581,600.0164194,94.81070323,0.199982484,26.22738387,26.25541613,999.9,10002.74806,725.7850645,5.199254839,1999.99871,0.899999516,0.100000423,28,41744.55161,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,4.097679171,-0.605737528,0.071522899,-1,399.998881,0.100048768,0.022066137,1,393.579381,0.997938113,0.101691165,1,22.44816429,0.005042125,0.000912824,1,23.20989286,-0.135430076,0.01369886,1,4,4,4-Apr,100,100,2.737,0.282,3,626.746,336.628,25.6979,25.9101,30.0001,25.8681,25.8398,19.797,-30,-30,-999.9,400,0,103.415,104.904
29,BH1_C_16,1562854792,3076.3,20190711 10:19:52,10:19:52,1562854784,0.000432078,2.151665254,296.5628994,185.2123581,17.59693429,28.17629399,0.032630182,2.31443528,0.032376748,0.020258073,316.9675589,28.40595187,26.24782581,3.424058854,64.1679449,2.19361253,3.41854883,1.230446324,-19.05462544,-3.40195276,-0.314795201,294.1961855,0.018608256,-0.417302865,4.562892319,0,0,1,0,50248,1999.998387,1685.9985,0.84299993,0.187999906,9,0.5,0: Broadleaf,1562854784,296.5629032,299.9825161,23.08834839,22.4552129,600.0161935,94.8095,0.200004065,26.22056129,26.24782581,999.9,9989.089032,725.6511613,5.510931613,1999.998387,0.900001032,0.099998923,28,41744.54194,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,2.054631121,1.132225634,0.154361803,-1,299.9810476,0.04314421,0.022205697,1,296.6210476,-0.886510891,0.104409896,1,22.4550119,0.007353139,0.001112098,1,23.09202619,-0.069372577,0.007031801,1,4,4,4-Apr,100,100,2.737,0.282,3,626.79,336.156,25.6786,25.8992,30,25.8568,25.8269,15.8165,-30,-30,-999.9,300,0,103.417,104.907
30,BH1_C_16,1562854859,3142.8,20190711 10:20:58,10:20:58,1562854851,0.000377797,0.77030827,198.710547,151.4205132,14.38624987,18.87920943,0.028465627,2.31504076,0.028272599,0.017687608,316.9680887,28.39327932,26.22257419,3.418955363,64.08245557,2.186840974,3.412542411,1.232114389,-16.66086754,-3.966091328,-0.366799857,295.9743299,0.018615855,-0.41747327,4.564415953,0,0,1,0,50380,2000.00129,1686.00093,0.842999921,0.187999949,9,0.5,0: Broadleaf,1562854851,198.7105484,199.9785806,23.01729677,22.46366129,600.0182903,94.80860323,0.199989484,26.19079677,26.22257419,999.9,9993.262581,725.5633871,5.662367742,2000.00129,0.900000387,0.099999535,28,41744.61935,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,0.686139201,1.010336561,0.131131499,-1,199.9807381,0.031183182,0.018485592,1,198.7673571,-0.914868304,0.102919483,1,22.46389048,-0.004566986,0.000828311,1,23.01919048,-0.039071222,0.004043561,1,4,4,4-Apr,100,100,2.737,0.282,3,626.564,335.99,25.6624,25.8861,30,25.8443,25.8149,11.6686,-30,-30,-999.9,200,0,103.417,104.909
31,BH1_C_16,1562854927,3210.9,20190711 10:22:07,10:22:07,1562854919,0.000353069,-0.193474015,100.2196778,109.7214816,10.42452692,9.521770149,0.026481342,2.31532664,0.026314223,0.016461316,316.9676622,28.41608651,26.23389677,3.421242897,63.94430585,2.184073049,3.415586455,1.237169848,-15.57032665,-3.496276889,-0.323352442,297.5777063,0.018619443,-0.417553738,4.565135401,0,0,1,0,50180,1999.999355,1685.999272,0.842999908,0.187999881,9,0.5,0: Broadleaf,1562854919,100.2196774,99.98255161,22.98806774,22.47065806,600.0217097,94.80897419,0.200013677,26.2058871,26.23389677,999.9,9995.149677,725.4830645,5.708231613,1999.999355,0.90000129,0.099998648,28,41744.58065,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,-0.275205486,0.972024019,0.12213926,-1,99.98531905,0.021195281,0.023491835,1,100.2790476,-0.995033053,0.106135572,1,22.4699,0.013751692,0.001493797,1,22.98887619,-0.016487835,0.001779086,1,4,4,4-Apr,100,100,2.737,0.282,3,626.529,335.626,25.6489,25.8728,30,25.8312,25.802,7.36845,-30,-30,-999.9,100,0,103.417,104.912
32,BH1_C_16,1562854991,3274.8,20190711 10:23:10,10:23:10,1562854983,0.000341405,-0.647102343,50.93496567,89.95689077,8.546557507,4.839191412,0.025681373,2.317024166,0.02552428,0.015966709,316.9681575,28.40258746,26.21357097,3.417137369,63.99628169,2.183806179,3.41239541,1.23333119,-15.05597635,-2.935915014,-0.271279399,298.7049867,0.018640756,-0.418031692,4.569408178,0,0,1,0,50328,2000.000645,1686.000511,0.842999984,0.188000036,9,0.5,0: Broadleaf,1562854983,50.93496452,49.99041613,22.98567742,22.48535161,600.0132903,94.80729032,0.199967419,26.19006774,26.21357097,999.9,10006.76839,725.1352903,5.876838387,2000.000645,0.899999419,0.100000542,28,41744.5871,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,-0.729217444,0.881301309,0.114705195,-1,49.98270476,0.006950562,0.022532875,1,50.99076667,-0.894219735,0.09641725,1,22.48438333,0.018710351,0.001938693,1,22.98563333,0.002588578,0.000709684,1,4,4,4-Apr,100,100,2.737,0.282,3,626.441,335.438,25.6395,25.8621,30.0001,25.8204,25.7924,5.21297,-30,-30,-999.9,50,0,103.416,104.915
33,BH1_C_16,1562855068,3351.8,20190711 10:24:27,10:24:27,1562855060,0.000335623,2.936136731,395.4151238,203.414342,19.32618163,37.56797297,0.025437378,2.314319004,0.025283067,0.015815703,316.9688309,28.3464215,26.16762581,3.407872939,64.22476494,2.183777491,3.400210951,1.224095448,-14.80099546,-4.751305575,-0.439300615,296.9772293,0.018606797,-0.417270144,4.562599742,0,0,1,0,50312,2000.004516,1686.003841,0.843000017,0.188000065,9,0.5,0: Broadleaf,1562855060,395.415129,400.0182258,22.98496774,22.49312258,600.0227097,94.80889355,0.200049484,26.12954516,26.16762581,999.9,9988.369677,725.3622903,5.978715161,2000.004516,0.899999161,0.100000829,27.76344516,41744.66774,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,3.004417943,-0.819982817,0.102370879,-1,400.0163095,0.05303269,0.017220542,1,395.3647857,0.90603536,0.094726306,1,22.49330238,-0.00068504,0.000525759,1,22.98523333,-0.003847053,0.000659605,1,4,4,4-Apr,100,100,2.737,0.282,3,626.47,336.022,25.6148,25.8491,30,25.8094,25.7799,19.8128,-30,-30,-999.9,400,0,103.418,104.918
34,BH1_C_16,1562855129,3412.4,20190711 10:25:28,10:25:28,1562855121,0.00032766,2.807968258,395.5818337,207.8768239,19.74986042,37.58324692,0.02490459,2.315775934,0.024756748,0.015486177,316.9685917,28.32929133,26.14013871,3.402340906,64.23819681,2.181851562,3.396501879,1.220489345,-14.44982652,-3.627441762,-0.33510115,298.5562223,0.018625083,-0.417680217,4.566266173,0,0,1,0,50344,2000.003871,1686.003328,0.843000032,0.18799998,9,0.5,0: Broadleaf,1562855121,395.5818387,399.9880645,22.96504194,22.48485484,600.0206129,94.80752581,0.199989,26.11108387,26.14013871,999.9,9998.33,725.7100323,6.320642581,2000.003871,0.900000419,0.099999632,27.00269032,41744.67742,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,2.825071108,-0.205896216,0.02660769,-1,399.998881,-0.201198726,0.025369838,1,395.5806667,0.036447967,0.013367813,1,22.48540714,-0.013408949,0.001424345,1,22.96629286,-0.027530838,0.002854603,1,4,4,4-Apr,100,100,2.737,0.282,3,626.516,335.991,25.5934,25.8371,29.9999,25.7982,25.7687,19.8104,-30,-30,-999.9,400,0,103.418,104.92
35,BH1_C_16,1562855204,3487.4,20190711 10:26:43,10:26:43,1562855196,0.000301771,4.544097633,592.9183467,266.9859756,25.36640184,56.33331492,0.023052535,2.31464139,0.022925742,0.014339922,316.9686289,28.28501856,26.08592581,3.391453041,64.31373196,2.177485462,3.385724006,1.213967579,-13.30812237,-3.56729652,-0.329528034,299.763682,0.018610843,-0.417360869,4.563410958,0,0,1,0,50404,2000.004194,1686.003603,0.843000034,0.187999971,9,0.5,0: Broadleaf,1562855196,592.9183548,600.0026452,22.91842903,22.47616129,600.0207419,94.81023226,0.200008581,26.05733871,26.08592581,999.9,9990.400323,725.3620323,6.309342258,2000.004194,0.900000548,0.09999951,27,41744.6871,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,4.62194265,-0.903152202,0.112067619,-1,600.0129286,-0.169474111,0.037612303,1,592.8620238,0.937548011,0.100793397,1,22.47655,-0.008435297,0.001023823,1,22.92031905,-0.036741917,0.003794623,1,4,4,4-Apr,100,100,2.737,0.282,3,626.447,336.346,25.5611,25.8246,30,25.7857,25.7579,27.3626,-30,-30,-999.9,600,0,103.419,104.921
36,BH1_C_16,1562855283,3566.4,20190711 10:28:02,10:28:02,1562855275,0.000269489,5.813007815,790.9772799,326.2894381,31.00164521,75.15289843,0.020620457,2.316476618,0.020519023,0.012833461,316.9684682,28.2553017,26.04433548,3.383120875,64.29067942,2.171739022,3.3779998,1.211381853,-11.8844539,-3.197884433,-0.295050946,301.5910789,0.01863388,-0.417877498,4.568029821,0,0,1,0,50212,2000.002903,1686.002685,0.843000119,0.187999978,9,0.5,0: Broadleaf,1562855275,790.9772903,800.0163226,22.85735161,22.46236774,600.0145161,94.81272258,0.199991871,26.01872903,26.04433548,999.9,10002.50419,724.8862581,6.02685,2000.002903,0.900000806,0.099999358,27,41744.64194,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,5.877161611,-0.692480588,0.083662523,-1,800.0209762,-0.061093915,0.033024874,1,790.920119,0.973058909,0.100817658,1,22.46271905,-0.007049672,0.000891825,1,22.85980238,-0.045855927,0.004658504,1,4,4,4-Apr,100,100,2.737,0.282,3,626.483,336.726,25.5286,25.8154,30.0001,25.777,25.7493,34.4719,-30,-30,-999.9,800,0,103.422,104.924
37,BH1_C_16,1562855363,3646.4,20190711 10:29:22,10:29:22,1562855355,0.000239011,6.881009931,989.3456974,371.2040901,35.26886833,93.9997809,0.018300204,2.315752654,0.01822024,0.011394805,316.9683666,28.2405261,26.02164194,3.378582014,64.29422843,2.168607549,3.3729428,1.209974466,-10.54039249,-3.524708688,-0.325228522,302.5780369,0.018624791,-0.417673663,4.566207581,0,0,1,0,50258,2000.002581,1686.002158,0.842999991,0.187999977,9,0.5,0: Broadleaf,1562855355,989.3457097,1000.021581,22.82454839,22.47422581,600.0191613,94.81206129,0.200006935,25.99340968,26.02164194,999.9,9997.694839,724.4113871,6.766359355,2000.002581,0.90000029,0.09999971,27,41744.6129,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,6.94054951,-0.714187929,0.091886462,-1,1000.003857,0.173081598,0.04047902,1,989.285119,0.972572725,0.105817048,1,22.47351667,0.011274613,0.001420248,1,22.82535476,-0.015790293,0.00162117,1,4,4,4-Apr,100,100,2.737,0.282,3,626.446,336.862,25.4943,25.8077,30.0001,25.7705,25.7419,41.2557,-30,-30,-999.9,1000,0,103.423,104.927
38,BH1_C_16,1562855452,3735.4,20190711 10:30:51,10:30:51,1562855444,0.000212836,7.449663671,1188.449987,444.0906735,42.1943819,112.9181845,0.016441797,2.316510388,0.016377239,0.010241553,316.9688656,28.17098001,25.94173226,3.362641855,64.44590703,2.16377614,3.357507467,1.198865715,-9.386085041,-3.223311459,-0.2970863,304.0623828,0.018634304,-0.417887007,4.568114829,0,0,1,0,50262,2000.004839,1686.00411,0.843000016,0.188000055,9,0.5,0: Broadleaf,1562855444,1188.45,1200.003548,22.77347742,22.46150323,600.0189677,94.81299355,0.199994613,25.91592258,25.94173226,999.9,10002.70323,724.1796129,6.679253548,2000.004839,0.89999929,0.100000703,27,41744.66774,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,7.504139871,-0.639777108,0.0772419,-1,1199.997857,0.02596224,0.045173513,1,1188.39381,0.913831942,0.101088184,1,22.46225,-0.014687627,0.001565742,1,22.77526667,-0.033025525,0.003378128,1,4,4,4-Apr,100,100,2.737,0.282,3,626.627,337.222,25.4476,25.7925,30,25.7575,25.7299,47.7865,-30,-30,-999.9,1200,0,103.422,104.929
39,BH1_C_16,1562855541,3824.4,20190711 10:32:20,10:32:20,1562855533,0.000189097,8.466378971,1486.893856,539.6205206,51.27027693,141.2723513,0.014667879,2.316348595,0.014616474,0.0091399,316.9680542,28.1329177,25.89537097,3.353423977,64.50567321,2.159895432,3.348380576,1.193528545,-8.339188346,-3.173537573,-0.29238367,305.1629446,0.018632273,-0.41784145,4.567707567,0,0,1,0,50322,2000.000645,1686.000487,0.842999972,0.187999978,9,0.5,0: Broadleaf,1562855533,1486.893871,1500.014839,22.73293548,22.45574516,600.0160968,94.81172903,0.199996742,25.86995806,25.89537097,999.9,10001.74613,723.9273226,6.528887742,2000.000645,0.900000194,0.099999781,27,41744.62258,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,8.538406797,-0.833261516,0.099267127,-1,1500.017619,-0.228117657,0.058138157,1,1486.829762,0.969159712,0.112789059,1,22.45555952,0.00268082,0.000483568,1,22.73418095,-0.02159436,0.002236945,1,4,4,4-Apr,100,100,2.737,0.282,3,626.716,337.433,25.4015,25.7794,29.9999,25.7467,25.7192,57.1013,-30,-30,-999.9,1500,0,103.426,104.932
40,BH1_C_16,1562855624,3907.4,20190711 10:33:43,10:33:43,1562855616,0.0001715,10.44464251,1983.815465,698.6142842,66.37513176,188.4817071,0.013325691,2.316033492,0.013283242,0.008305829,316.9685107,28.11934434,25.87743871,3.349864483,64.54644747,2.158754565,3.344497876,1.191109919,-7.563151047,-3.37973233,-0.311364488,305.7142629,0.018628316,-0.417752729,4.566914431,0,0,1,0,50380,2000.003548,1686.002883,0.842999946,0.187999981,9,0.5,0: Broadleaf,1562855616,1983.815484,1999.992258,22.7214129,22.47001613,600.0195161,94.8097,0.199997419,25.85037097,25.87743871,999.9,9999.836452,723.9129355,6.732324839,2000.003548,0.900000032,0.099999906,27,41744.67097,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,10.54474182,-1.284402338,0.153886298,-1,2000.004286,-0.605007698,0.085471879,1,1983.745238,0.997066688,0.126024149,1,22.46975,0.003244794,0.00081948,1,22.72135476,-0.001990438,0.00080125,1,4,4,4-Apr,100,100,2.737,0.282,3,626.695,338.332,25.3681,25.7708,30.0001,25.7382,25.7107,71.5228,-30,-30,-999.9,2000,0,103.428,104.938
41,BH1_C_13,1562856139,4423,20190711 10:42:19,10:42:19,1562856131,0.000223133,1.304633561,397.8973848,250.518324,23.80322844,37.80658514,0.01499498,2.315269173,0.014941235,0.009343085,316.9674311,28.10016705,26.88293226,3.554624269,65.14786941,2.178461514,3.34387223,1.376162755,-9.8401678,-129.2793098,-11.97411515,165.8738383,0.018618722,-0.417537562,4.564990776,0,0,1,0,50386,1999.996774,1685.997308,0.843000013,0.187999963,9,0.5,0: Broadleaf,1562856131,397.8973871,399.9874516,22.92733226,22.60031613,600.0177742,94.81592581,0.199991839,25.8472129,26.88293226,999.9,9994.029677,725.348,5.628066129,1999.996774,0.900000581,0.099999455,27,41744.51613,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,1.437996244,-1.681801805,0.195090846,-1,399.9916429,-0.066889231,0.032379315,1,397.7810476,2.52166275,0.255173233,0,22.59939286,0.02342533,0.002496988,1,22.93886905,-0.241331173,0.024431259,1,3,4,4-Mar,100,100,2.737,0.282,3,624.992,334.881,25.2922,25.777,30,25.7403,25.7144,19.8065,-30,-30,-999.9,400,0,103.426,104.943
42,BH1_C_13,1562856204,4488,20190711 10:43:24,10:43:24,1562856196,0.000119128,0.001563678,299.9115484,292.4179716,27.7845137,28.49652667,0.007879757,2.316010683,0.007864893,0.004916891,316.9677771,28.14290978,26.91704839,3.561759228,64.73604596,2.165945651,3.345810853,1.395813577,-5.253530972,-132.3588584,-12.25812194,167.0972658,0.01862803,-0.417746307,4.56685702,0,0,1,0,50377,1999.997419,1685.997993,0.843000084,0.188000092,9,0.5,0: Broadleaf,1562856196,299.9115484,299.9674839,22.79548387,22.62087097,600.0180968,94.81645806,0.199978677,25.85699677,26.91704839,999.9,9998.97,725.5501613,5.159571613,1999.997419,0.899999065,0.100001,27,41744.52903,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,-0.089334453,1.017269583,0.136715878,-1,299.9726429,-0.107678272,0.013545024,1,299.9792619,-0.997056031,0.118265855,1,22.61996905,0.017594256,0.001841517,1,22.79820476,-0.0487824,0.004973307,1,4,4,4-Apr,100,100,2.737,0.282,3,624.958,334.589,25.3024,25.7781,30.0002,25.7424,25.7153,15.8239,-30,-30,-999.9,300,0,103.43,104.945
43,BH1_C_13,1562856272,4555.5,20190711 10:44:31,10:44:31,1562856264,9.49E-05,-0.359359455,200.4943232,286.5201503,27.22468725,19.0506505,0.006262001,2.315966502,0.00625261,0.003908724,316.9677512,28.15433682,26.92254839,3.562910653,64.67173756,2.164250115,3.346516108,1.398660539,-4.184987487,-132.5988004,-12.28113538,167.9028279,0.018627475,-0.417733868,4.566745817,0,0,1,0,50283,1999.998065,1685.998447,0.843000039,0.188000026,9,0.5,0: Broadleaf,1562856264,200.4943226,199.9838387,22.77716774,22.63806774,600.0183871,94.8184129,0.199990581,25.86055484,26.92254839,999.9,9998.466129,725.9016774,4.899100968,1999.998065,0.899999806,0.100000232,27,41744.53226,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,-0.445011744,0.954954725,0.125969949,-1,199.9815476,-0.051231485,0.019116438,1,200.5525952,-0.946708707,0.103132384,1,22.63727857,0.01466579,0.001563503,1,22.77697381,0.006501385,0.000984175,1,4,4,4-Apr,100,100,2.737,0.282,3,624.919,334.396,25.3023,25.7774,30.0001,25.7424,25.7149,11.6742,-30,-30,-999.9,200,0,103.428,104.946
44,BH1_C_13,1562856341,4625.1,20190711 10:45:41,10:45:41,1562856333,9.15E-05,-0.425356936,100.6102911,209.2201481,19.88009879,9.559990011,0.006064898,2.316285771,0.00605609,0.003785847,316.9685342,28.13202818,26.89689032,3.557541913,64.78139105,2.164946749,3.341926924,1.392595164,-4.035702832,-132.3056966,-12.24930247,168.3778323,0.018631484,-0.41782376,4.567549429,0,0,1,0,50630,2000.004194,1686.003449,0.842999957,0.187999932,9,0.5,0: Broadleaf,1562856333,100.6102903,99.98607742,22.78411613,22.64997742,600.0113871,94.82005484,0.199946677,25.83739032,26.89689032,999.9,10000.44452,726.1804194,4.627552581,2000.004194,0.900000774,0.099999203,27,41744.66774,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,-0.504348345,0.92753194,0.115976701,-1,99.98809286,0.013824163,0.016340883,1,100.6687381,-0.955381249,0.103240833,1,22.64938095,0.009608946,0.001195475,1,22.78347857,0.011859979,0.001269521,1,4,4,4-Apr,100,100,2.737,0.282,3,624.894,334.19,25.2994,25.7751,30,25.7403,25.7142,7.37005,-30,-30,-999.9,100,0,103.428,104.946
45,BH1_C_13,1562856405,4689.1,20190711 10:46:45,10:46:45,1562856397,0.000106011,-0.527081188,50.76944933,167.0256627,15.8707332,4.824099314,0.00710554,2.315125752,0.007093447,0.004434489,316.9687789,28.08897541,26.83288065,3.544179185,64.98868327,2.166797715,3.334115427,1.377381471,-4.675065356,-129.1795035,-11.95965547,171.1545546,0.018616921,-0.417497192,4.56462984,0,0,1,0,50288,2000.005161,1686.004376,0.843000013,0.187999974,9,0.5,0: Broadleaf,1562856397,50.76944839,49.98692903,22.80366129,22.64827742,600.0224516,94.81972903,0.199999903,25.79789677,26.83288065,999.9,9992.662581,726.8335161,4.404937419,2000.005161,0.900000419,0.09999961,27,41744.68065,1562853150,9:52:30,1,2.737,0.282,400,22,0.72,0.18,-0.609075231,0.915755604,0.118887246,-1,49.98311905,0.04164071,0.009263555,1,50.82495952,-0.85606839,0.096274798,1,22.64880476,-0.011298922,0.001295221,1,22.80263571,0.01326019,0.001727346,1,4,4,4-Apr,100,100,2.737,0.282,3,625.047,334.118,25.2788,25.7618,29.9999,25.7316,25.7041,5.21591,-30,-30,-999.9,50,0,103.432,104.948
